Username,Login_Date,Login_Time,IP_Address,Country,City,Latitude,Longitude,Device,Login_Success,Failed_Attempts,Suspicious
john,2025-04-02,16:50,78.92.219.122,USA,New York,40.7128,-74.006,Mobile,1,0,0
charlie,2025-04-30,04:43,179.192.216.113,Russia,Moscow,55.7558,37.6173,Unknown,1,6,1
oliver,2025-05-23,22:19,144.186.125.238,UK,London,51.5074,-0.1278,Laptop,1,1,0
david,2025-08-26,00:12,1.242.139.141,China,Beijing,39.9042,116.4074,Unknown,1,4,1
david,2025-09-05,11:15,5.236.213.199,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
harry,2025-07-24,22:26,39.27.121.103,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
sophia,2025-06-04,20:42,205.183.244.215,China,Beijing,39.9042,116.4074,Laptop,1,0,0
emma,2025-11-05,18:42,134.240.176.236,USA,New York,40.7128,-74.006,Desktop,1,1,0
alice,2025-05-03,19:13,114.31.19.107,UK,London,51.5074,-0.1278,Laptop,1,0,0
bob,2025-04-17,16:39,28.129.72.113,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
oliver,2025-03-27,10:07,67.80.78.77,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
bob,2025-10-17,09:47,16.232.89.35,China,Beijing,39.9042,116.4074,Laptop,1,0,0
bob,2025-07-12,14:36,74.41.164.222,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
emma,2025-10-19,21:30,137.197.172.101,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
oliver,2025-04-15,18:30,116.49.171.26,USA,San Francisco,37.7749,-122.4194,Mobile,1,1,0
oliver,2025-04-14,14:50,83.83.198.111,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
oliver,2025-10-26,14:09,6.224.25.103,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
john,2025-02-18,11:45,188.220.30.111,India,Mumbai,19.076,72.8777,Desktop,1,1,0
bob,2025-07-11,18:58,150.184.172.178,UK,London,51.5074,-0.1278,Desktop,1,0,0
alice,2025-04-29,18:34,179.151.207.81,India,Mumbai,19.076,72.8777,Laptop,1,0,0
charlie,2025-03-29,16:02,238.72.129.36,China,Beijing,39.9042,116.4074,Mobile,1,1,0
harry,2025-07-27,20:51,189.12.226.206,USA,New York,40.7128,-74.006,Desktop,1,1,0
bob,2025-06-09,20:36,154.244.239.41,UK,London,51.5074,-0.1278,Mobile,1,0,0
john,2025-05-03,04:36,33.214.237.31,USA,San Francisco,37.7749,-122.4194,Unknown,0,4,1
emma,2025-05-12,15:35,20.73.73.107,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
charlie,2025-06-03,13:09,237.47.23.97,UK,London,51.5074,-0.1278,Desktop,1,0,0
alice,2025-07-11,04:29,129.104.28.55,USA,San Francisco,37.7749,-122.4194,Unknown,0,5,1
emma,2025-02-17,15:37,240.205.205.73,USA,New York,40.7128,-74.006,Laptop,1,0,0
john,2025-05-20,04:16,165.1.206.160,USA,New York,40.7128,-74.006,Unknown,1,3,1
oliver,2025-05-09,03:18,65.14.141.247,USA,New York,40.7128,-74.006,Unknown,0,5,1
bob,2025-07-21,14:09,106.76.72.175,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
bob,2025-09-18,22:06,98.228.75.129,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
bob,2025-11-10,19:33,186.52.30.255,UK,London,51.5074,-0.1278,Mobile,1,0,0
david,2025-09-05,04:09,176.33.161.112,USA,New York,40.7128,-74.006,Unknown,0,3,1
harry,2025-11-24,20:59,164.254.181.15,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
sophia,2025-11-15,00:10,179.198.203.56,Russia,Moscow,55.7558,37.6173,Unknown,0,4,1
oliver,2025-08-21,00:17,180.198.187.164,China,Beijing,39.9042,116.4074,Unknown,1,5,1
john,2025-09-06,18:28,195.216.19.80,China,Beijing,39.9042,116.4074,Laptop,1,0,0
john,2025-07-07,11:07,19.216.232.162,India,Mumbai,19.076,72.8777,Laptop,1,1,0
isabella,2025-08-10,09:25,166.118.88.227,India,Mumbai,19.076,72.8777,Mobile,1,1,0
emma,2025-10-10,20:23,198.78.92.186,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
alice,2025-10-23,08:32,196.5.172.207,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
charlie,2025-02-09,18:39,216.165.215.149,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
harry,2025-12-18,11:22,26.246.229.34,China,Beijing,39.9042,116.4074,Mobile,1,0,0
david,2025-12-06,16:00,77.215.134.133,USA,New York,40.7128,-74.006,Laptop,1,0,0
harry,2025-04-28,12:44,236.142.152.81,USA,New York,40.7128,-74.006,Laptop,1,0,0
alice,2025-02-27,09:35,137.239.105.12,India,Mumbai,19.076,72.8777,Mobile,1,0,0
charlie,2025-07-10,14:14,166.79.112.142,India,Mumbai,19.076,72.8777,Laptop,1,0,0
alice,2025-12-31,00:14,62.129.163.193,USA,New York,40.7128,-74.006,Unknown,1,3,1
alice,2025-10-11,21:24,249.126.168.33,UK,London,51.5074,-0.1278,Laptop,1,0,0
sophia,2025-01-30,16:30,85.217.159.124,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
charlie,2025-03-21,09:38,87.112.181.194,UK,London,51.5074,-0.1278,Laptop,1,0,0
alice,2025-09-10,09:53,121.18.91.97,India,Mumbai,19.076,72.8777,Mobile,1,0,0
john,2025-07-03,08:07,52.80.13.108,China,Beijing,39.9042,116.4074,Laptop,1,1,0
harry,2025-09-20,14:24,11.216.206.186,China,Beijing,39.9042,116.4074,Mobile,1,0,0
harry,2025-03-17,03:32,194.34.150.72,India,Mumbai,19.076,72.8777,Unknown,1,3,1
charlie,2025-02-20,12:10,3.66.182.37,China,Beijing,39.9042,116.4074,Laptop,1,1,0
emma,2025-07-03,15:32,19.207.246.216,China,Beijing,39.9042,116.4074,Laptop,1,0,0
oliver,2025-07-24,18:10,226.177.70.54,USA,New York,40.7128,-74.006,Mobile,1,0,0
alice,2025-04-13,02:15,43.193.75.247,Russia,Moscow,55.7558,37.6173,Unknown,0,3,1
oliver,2025-04-01,12:43,95.16.224.83,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
harry,2025-08-01,13:04,75.245.171.48,UK,London,51.5074,-0.1278,Laptop,1,1,0
emma,2025-02-12,08:48,205.19.176.66,India,Mumbai,19.076,72.8777,Desktop,1,1,0
sophia,2025-03-10,10:11,67.185.96.65,UK,London,51.5074,-0.1278,Desktop,1,1,0
john,2025-08-29,17:54,70.101.90.10,UK,London,51.5074,-0.1278,Desktop,1,0,0
david,2025-09-22,03:31,121.143.177.105,Russia,Moscow,55.7558,37.6173,Unknown,1,6,1
charlie,2025-09-09,22:08,158.176.225.84,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
sophia,2025-10-20,13:51,143.132.160.69,India,Mumbai,19.076,72.8777,Mobile,1,0,0
alice,2025-09-05,13:36,93.158.70.252,UK,London,51.5074,-0.1278,Laptop,1,0,0
sophia,2025-06-08,13:44,48.225.160.215,China,Beijing,39.9042,116.4074,Desktop,1,0,0
emma,2025-01-22,21:02,250.31.45.45,China,Beijing,39.9042,116.4074,Laptop,1,1,0
harry,2025-08-31,22:30,200.242.149.243,India,Mumbai,19.076,72.8777,Mobile,1,1,0
alice,2025-05-19,18:09,243.214.90.166,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
harry,2025-08-21,21:48,103.129.20.147,China,Beijing,39.9042,116.4074,Desktop,1,1,0
john,2025-07-12,13:32,147.48.65.133,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
charlie,2025-03-29,20:58,54.86.246.79,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
alice,2025-06-14,19:23,129.124.254.145,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
bob,2025-05-22,01:26,22.162.187.136,USA,New York,40.7128,-74.006,Unknown,0,6,1
alice,2025-12-20,10:08,67.43.151.57,India,Mumbai,19.076,72.8777,Mobile,1,1,0
sophia,2025-09-11,01:47,252.97.250.95,UK,London,51.5074,-0.1278,Unknown,1,3,1
alice,2025-04-08,04:11,148.214.13.55,India,Mumbai,19.076,72.8777,Unknown,0,4,1
alice,2025-09-15,01:26,216.30.230.60,UK,London,51.5074,-0.1278,Unknown,0,4,1
harry,2025-07-02,08:00,53.108.54.132,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
emma,2025-07-12,22:17,102.123.114.61,Russia,Moscow,55.7558,37.6173,Laptop,1,1,0
bob,2025-11-25,21:55,86.227.241.141,UK,London,51.5074,-0.1278,Laptop,1,1,0
bob,2025-07-07,20:11,200.80.135.14,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
charlie,2025-06-29,17:48,199.77.221.239,USA,New York,40.7128,-74.006,Desktop,1,0,0
harry,2025-04-04,10:17,118.199.79.201,India,Mumbai,19.076,72.8777,Desktop,1,0,0
david,2025-06-29,10:47,6.179.44.48,USA,New York,40.7128,-74.006,Mobile,1,1,0
sophia,2025-09-02,04:23,9.92.150.124,Russia,Moscow,55.7558,37.6173,Unknown,1,3,1
emma,2025-07-17,14:20,107.119.242.109,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
emma,2025-07-14,08:25,214.31.104.25,UK,London,51.5074,-0.1278,Laptop,1,0,0
john,2025-12-01,04:56,79.40.242.160,China,Beijing,39.9042,116.4074,Unknown,1,5,1
sophia,2025-03-07,16:52,129.4.135.39,UK,London,51.5074,-0.1278,Mobile,1,1,0
sophia,2025-10-10,00:11,181.41.245.180,USA,New York,40.7128,-74.006,Unknown,1,6,1
alice,2025-08-18,20:17,173.212.153.49,India,Mumbai,19.076,72.8777,Mobile,1,0,0
bob,2025-06-23,17:59,65.163.196.43,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
oliver,2025-06-18,11:13,85.119.160.38,UK,London,51.5074,-0.1278,Laptop,1,1,0
harry,2025-11-14,12:28,218.251.23.190,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
oliver,2025-11-08,10:59,15.56.4.250,India,Mumbai,19.076,72.8777,Desktop,1,0,0
isabella,2025-04-11,15:06,132.233.36.198,India,Bangalore,12.9716,77.5946,Laptop,1,1,0
isabella,2025-10-17,19:30,217.96.175.195,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
alice,2025-07-12,00:25,209.11.116.28,USA,San Francisco,37.7749,-122.4194,Unknown,0,5,1
harry,2025-04-03,11:38,238.124.124.204,China,Beijing,39.9042,116.4074,Desktop,1,1,0
alice,2025-10-30,04:09,53.187.224.221,India,Bangalore,12.9716,77.5946,Unknown,0,3,1
emma,2025-08-18,21:25,206.175.188.54,USA,New York,40.7128,-74.006,Desktop,1,0,0
oliver,2025-04-17,11:24,183.153.9.246,China,Beijing,39.9042,116.4074,Laptop,1,0,0
isabella,2025-12-14,14:33,51.91.153.77,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
david,2025-01-22,17:28,21.255.210.160,Russia,Moscow,55.7558,37.6173,Mobile,1,0,0
john,2025-02-25,19:20,191.10.239.180,China,Beijing,39.9042,116.4074,Desktop,1,1,0
harry,2025-05-12,00:44,24.219.103.33,USA,New York,40.7128,-74.006,Unknown,1,4,1
oliver,2025-08-02,15:35,253.55.151.182,USA,New York,40.7128,-74.006,Desktop,1,1,0
john,2025-01-06,03:17,236.251.197.15,Russia,Moscow,55.7558,37.6173,Unknown,1,6,1
john,2025-10-16,02:43,185.239.132.141,USA,New York,40.7128,-74.006,Unknown,0,3,1
emma,2025-07-23,18:09,253.250.89.13,USA,New York,40.7128,-74.006,Mobile,1,1,0
sophia,2025-02-26,19:16,11.77.46.173,USA,New York,40.7128,-74.006,Mobile,1,1,0
isabella,2025-03-12,16:11,215.193.233.117,USA,New York,40.7128,-74.006,Laptop,1,1,0
bob,2025-04-26,18:10,204.191.171.230,USA,San Francisco,37.7749,-122.4194,Desktop,1,0,0
charlie,2025-04-13,22:37,41.54.19.119,USA,New York,40.7128,-74.006,Desktop,1,1,0
alice,2025-04-06,11:43,81.177.150.236,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
oliver,2025-01-04,21:31,56.200.16.160,USA,New York,40.7128,-74.006,Desktop,1,0,0
bob,2025-12-06,17:12,42.137.38.232,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
john,2025-06-28,17:25,45.9.57.116,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
emma,2025-01-20,16:26,42.166.235.138,India,Mumbai,19.076,72.8777,Mobile,1,0,0
alice,2025-12-16,12:44,243.206.47.146,India,Mumbai,19.076,72.8777,Desktop,1,1,0
emma,2025-01-03,21:42,95.115.157.38,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
harry,2025-04-20,17:44,162.200.28.181,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
sophia,2025-04-27,17:06,30.211.203.161,China,Beijing,39.9042,116.4074,Desktop,1,1,0
isabella,2025-09-11,11:22,104.208.121.126,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
bob,2025-08-21,03:22,253.184.88.184,USA,New York,40.7128,-74.006,Unknown,1,3,1
alice,2025-06-06,11:20,144.147.37.125,India,Bangalore,12.9716,77.5946,Mobile,1,1,0
sophia,2025-01-26,22:08,117.175.206.92,India,Mumbai,19.076,72.8777,Laptop,1,1,0
harry,2025-06-08,10:53,178.103.222.195,India,Mumbai,19.076,72.8777,Desktop,1,0,0
harry,2025-04-20,18:16,226.78.140.46,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
david,2025-02-11,13:50,159.218.209.64,Russia,Moscow,55.7558,37.6173,Desktop,1,1,0
bob,2025-11-26,09:10,156.116.129.87,China,Beijing,39.9042,116.4074,Mobile,1,1,0
charlie,2025-09-22,14:48,252.79.98.204,India,Bangalore,12.9716,77.5946,Desktop,1,0,0
bob,2025-09-01,13:08,61.125.141.63,USA,New York,40.7128,-74.006,Laptop,1,0,0
sophia,2025-02-21,10:56,125.114.72.19,USA,New York,40.7128,-74.006,Desktop,1,1,0
alice,2025-05-04,11:36,53.203.78.151,India,Mumbai,19.076,72.8777,Mobile,1,0,0
john,2025-10-07,08:25,251.226.227.194,India,Mumbai,19.076,72.8777,Mobile,1,1,0
john,2025-02-14,01:50,120.182.127.166,China,Beijing,39.9042,116.4074,Unknown,0,5,1
emma,2025-04-26,13:25,88.5.29.82,India,Mumbai,19.076,72.8777,Laptop,1,0,0
oliver,2025-01-30,10:01,237.174.138.29,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
john,2025-02-01,19:45,78.125.193.4,India,Mumbai,19.076,72.8777,Desktop,1,1,0
bob,2025-09-18,04:45,17.123.228.239,India,Mumbai,19.076,72.8777,Unknown,0,6,1
charlie,2025-03-11,15:46,96.14.64.13,Russia,Moscow,55.7558,37.6173,Mobile,1,1,0
sophia,2025-02-02,10:12,210.120.146.28,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
john,2025-10-01,11:22,171.197.72.90,USA,San Francisco,37.7749,-122.4194,Laptop,1,0,0
alice,2025-03-22,12:12,97.236.181.78,UK,London,51.5074,-0.1278,Desktop,1,0,0
emma,2025-01-19,11:55,199.34.50.224,UK,London,51.5074,-0.1278,Mobile,1,0,0
harry,2025-03-16,14:23,23.143.141.238,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
david,2025-12-02,10:49,198.16.177.69,USA,New York,40.7128,-74.006,Desktop,1,1,0
bob,2025-08-28,13:17,79.126.19.36,USA,San Francisco,37.7749,-122.4194,Laptop,1,1,0
bob,2025-07-07,17:02,27.11.122.50,UK,London,51.5074,-0.1278,Laptop,1,0,0
bob,2025-02-12,15:29,129.225.35.160,USA,New York,40.7128,-74.006,Mobile,1,1,0
oliver,2025-01-17,01:27,227.65.35.213,India,Bangalore,12.9716,77.5946,Unknown,0,3,1
sophia,2025-05-12,04:31,125.87.14.235,China,Beijing,39.9042,116.4074,Unknown,1,3,1
sophia,2025-12-10,18:04,255.255.207.82,India,Bangalore,12.9716,77.5946,Desktop,1,1,0
isabella,2025-09-03,10:24,149.165.49.95,India,Mumbai,19.076,72.8777,Laptop,1,0,0
isabella,2025-11-19,21:06,31.117.236.11,USA,San Francisco,37.7749,-122.4194,Desktop,1,1,0
bob,2025-06-23,20:51,150.159.10.58,China,Beijing,39.9042,116.4074,Desktop,1,1,0
harry,2025-03-07,12:23,58.15.177.134,USA,New York,40.7128,-74.006,Desktop,1,0,0
oliver,2025-01-03,03:00,194.30.20.34,China,Beijing,39.9042,116.4074,Unknown,0,3,1
david,2025-06-01,14:45,190.181.44.75,China,Beijing,39.9042,116.4074,Mobile,1,1,0
emma,2025-04-28,20:18,160.98.220.224,China,Beijing,39.9042,116.4074,Laptop,1,0,0
emma,2025-10-21,22:28,198.243.15.21,UK,London,51.5074,-0.1278,Mobile,1,1,0
john,2025-04-22,15:52,184.3.143.137,USA,New York,40.7128,-74.006,Laptop,1,0,0
bob,2025-01-31,17:43,99.128.119.183,China,Beijing,39.9042,116.4074,Mobile,1,1,0
emma,2025-05-22,19:32,79.28.101.53,India,Mumbai,19.076,72.8777,Desktop,1,0,0
emma,2025-11-19,21:26,215.164.3.146,India,Bangalore,12.9716,77.5946,Mobile,1,0,0
john,2025-08-28,17:42,44.35.176.124,India,Mumbai,19.076,72.8777,Mobile,1,1,0
david,2025-03-22,09:13,204.230.131.229,Russia,Moscow,55.7558,37.6173,Laptop,1,0,0
john,2025-01-13,18:01,60.236.148.175,Russia,Moscow,55.7558,37.6173,Desktop,1,0,0
david,2025-11-20,03:02,13.32.47.178,China,Beijing,39.9042,116.4074,Unknown,1,4,1
bob,2025-06-05,04:47,177.189.101.43,China,Beijing,39.9042,116.4074,Unknown,1,5,1
oliver,2025-12-09,20:56,225.94.91.81,India,Mumbai,19.076,72.8777,Desktop,1,1,0
bob,2025-10-31,14:40,223.94.232.154,India,Bangalore,12.9716,77.5946,Laptop,1,0,0
sophia,2025-05-26,18:10,130.13.83.219,India,Mumbai,19.076,72.8777,Desktop,1,1,0
